customer_id,age,gender,marital_status,num_children,education_level,region,employment_status,owns_home,has_auto_loan,annual_income,credit_score,num_credit_cards,credit_limit,tenure,card_type,num_transactions,avg_transaction_value,online_shopping_freq,reward_points_balance,travel_frequency,utility_payment_count
34508398,26,male,single,2,high school,west,employed,1,0,43000,686,9,4000,9,platinum,9,38,5.0,3866,3,2.0
15581330,66,female,married,0,bachelors,midwest,employed,1,1,50000,679,9,4500,6,gold,15,36,7.0,3563,2,6.0
24272114,69,female,married,1,bachelors,south,employed,1,0,102000,706,9,5700,4,gold,20,61,11.0,7881,3,5.0
45684128,40,female,married,2,bachelors,northeast,self-employed,1,0,86000,618,9,4100,18,standard,9,28,11.0,5856,2,8.0
53910689,31,female,single,2,graduate,south,employed,0,0,21000,658,9,1400,13,standard,8,29,5.0,3261,0,5.0
89611963,37,female,married,1,bachelors,northeast,employed,0,0,211000,680,9,6500,6,standard,19,16,15.0,14021,6,8.0
19439294,24,female,single,0,bachelors,west,self-employed,1,1,25000,650,9,1500,4,standard,8,50,9.0,2533,1,1.0
44476677,47,female,married,2,bachelors,midwest,employed,1,0,50000,703,9,4800,20,platinum,12,29,5.0,3881,2,5.0
72816714,46,male,married,1,high school,midwest,self-employed,0,1,151000,691,9,8300,4,gold,18,23,6.0,11033,6,3.0
74817899,56,male,married,1,bachelors,south,employed,0,1,8000,631,9,600,20,standard,7,27,6.0,2260,1,3.0
24462605,46,female,married,3,bachelors,west,employed,0,1,48000,651,9,1800,0,standard,10,20,11.0,4399,2,0.0
62629343,33,female,married,0,high school,south,employed,1,0,40000,695,9,2900,0,gold,16,38,1.0,4052,2,2.0
60387272,26,male,married,2,high school,south,self-employed,1,1,21000,638,9,1000,9,standard,6,59,4.0,2176,1,2.0
60976677,47,female,single,0,graduate,south,unemployed,0,0,18000,687,9,1500,10,standard,7,46,5.0,1889,1,2.0
25938630,47,female,married,1,high school,midwest,employed,1,0,14000,685,9,1200,1,gold,11,52,2.0,2239,1,2.0
89171283,59,female,married,1,high school,midwest,employed,1,1,82000,662,9,3400,7,gold,13,25,5.0,6900,3,2.0
23407854,79,male,married,0,high school,midwest,employed,1,1,43000,662,9,3100,7,platinum,5,48,6.0,3449,1,4.0
84390020,77,male,married,2,high school,west,employed,0,1,20000,685,9,1200,2,gold,10,43,1.0,3137,1,1.0
10131944,73,female,married,1,high school,northeast,employed,0,0,37000,677,9,2200,9,platinum,9,28,4.0,4253,3,0.0
61185673,39,female,married,0,high school,midwest,employed,1,0,50000,708,9,4300,11,platinum,11,49,7.0,3933,5,6.0
76507951,67,male,married,0,bachelors,west,employed,0,0,57000,686,9,4400,20,platinum,8,47,8.0,5003,4,1.0
92456997,34,female,single,2,bachelors,south,unemployed,0,0,54000,669,9,2000,15,standard,6,17,9.0,3783,1,3.0
27091498,80,male,married,0,bachelors,midwest,employed,0,0,27000,656,9,1300,18,standard,10,59,2.0,3209,2,3.0
22015405,56,male,married,1,high school,midwest,employed,1,0,34000,687,9,1100,13,standard,10,42,1.0,3156,1,0.0
64048811,60,male,married,0,high school,south,employed,1,1,54000,662,9,3300,6,gold,11,104,4.0,3658,1,2.0
59963315,37,male,married,4,bachelors,south,employed,1,0,33000,657,9,1200,17,standard,5,41,6.0,2266,0,3.0
99392827,75,female,married,2,bachelors,south,employed,1,0,61000,678,9,4200,2,platinum,7,46,5.0,3677,0,2.0
52435285,32,male,single,4,high school,south,employed,1,0,49000,737,9,3300,13,gold,19,24,4.0,5569,2,3.0
68018936,61,male,married,0,bachelors,south,unemployed,0,0,9000,664,6,600,10,standard,4,16,5.0,1534,2,2.0
92985874,31,female,single,1,graduate,south,employed,1,1,25000,605,9,1400,2,gold,5,15,12.0,2092,2,1.0
19827012,34,male,single,2,bachelors,northeast,employed,0,0,135000,602,9,2900,14,standard,16,36,8.0,9683,6,5.0
32076309,58,male,married,2,high school,northeast,employed,1,1,25000,586,9,1100,3,standard,8,32,3.0,3458,4,4.0
74459345,63,female,married,0,graduate,west,employed,0,1,62000,652,9,2300,8,standard,10,74,7.0,4345,0,3.0
59329650,51,male,married,1,graduate,midwest,employed,1,1,37000,665,9,2100,18,gold,9,16,2.0,2668,0,3.0
70105673,19,female,single,0,bachelors,west,employed,0,1,14000,682,9,900,4,standard,4,15,13.0,1793,1,1.0
47359337,37,female,single,2,bachelors,northeast,employed,0,0,83000,707,9,6900,3,platinum,12,27,8.0,5954,1,0.0
27991858,51,female,married,0,bachelors,south,employed,0,0,18000,676,9,1300,20,gold,8,10,4.0,2270,0,4.0
36755663,78,female,married,1,graduate,west,employed,1,0,64000,741,9,4100,10,gold,14,26,7.0,5882,2,2.0
94560591,58,female,married,1,bachelors,northeast,employed,0,1,51000,685,9,3700,14,gold,8,68,7.0,4677,3,5.0
47944050,71,male,married,2,bachelors,south,unemployed,1,1,12000,698,5,700,6,standard,2,66,3.0,1545,3,1.0
49561372,39,male,married,0,bachelors,south,employed,1,0,140000,635,9,5800,8,gold,12,20,7.0,8678,2,2.0
96160989,60,female,married,1,high school,south,employed,1,1,45000,628,9,1900,15,standard,5,23,6.0,3570,4,2.0
67474261,19,male,married,3,bachelors,northeast,employed,0,0,49000,638,9,2300,3,standard,9,48,5.0,4620,3,2.0
71965824,49,female,married,0,bachelors,west,employed,1,1,55000,717,9,3400,5,gold,14,15,10.0,5112,2,1.0
13777105,27,female,married,2,graduate,south,employed,1,1,16000,631,9,700,14,standard,3,32,5.0,2769,0,2.0
64739771,70,male,married,0,bachelors,midwest,employed,0,1,35000,715,9,3500,16,platinum,13,29,8.0,4074,3,1.0
57691432,41,male,married,0,graduate,northeast,employed,1,1,30000,611,9,1100,9,standard,6,19,,2657,0,1.0
21801740,38,female,married,1,high school,south,employed,1,0,25000,666,9,1100,0,standard,12,20,3.0,3484,1,4.0
74352185,43,female,married,1,bachelors,northeast,self-employed,0,0,61000,689,9,3600,7,gold,10,30,13.0,4690,1,0.0
91521650,26,female,single,0,bachelors,west,employed,0,0,65000,691,9,3800,1,gold,13,16,5.0,5723,3,2.0
64797772,51,female,married,0,bachelors,south,employed,1,0,64000,634,9,3400,3,platinum,10,43,7.0,4699,5,5.0
48820263,25,male,single,1,high school,west,employed,0,1,35000,611,9,1300,19,standard,4,13,7.0,3099,1,2.0
14791909,57,male,married,1,bachelors,midwest,employed,1,1,8000,706,9,1000,14,platinum,13,99,4.0,2800,3,4.0
82868024,53,female,married,2,graduate,south,self-employed,1,1,31000,639,9,1800,3,gold,7,15,9.0,3183,2,3.0
97971853,72,female,married,2,graduate,south,employed,0,0,67000,678,9,2600,17,standard,9,26,1.0,5218,1,5.0
75654232,49,female,married,0,bachelors,northeast,student,1,0,20000,667,9,1100,5,gold,12,35,2.0,4106,2,4.0
30725718,69,female,married,2,bachelors,northeast,self-employed,1,1,62000,633,9,2400,11,gold,8,29,9.0,4553,1,3.0
83442812,45,male,married,2,graduate,south,employed,0,0,23000,715,9,2700,5,gold,14,27,4.0,2712,1,1.0
62376431,75,female,married,1,bachelors,midwest,employed,0,0,24000,648,9,1600,18,standard,6,46,7.0,3561,1,4.0
45295601,59,male,married,2,bachelors,midwest,unemployed,0,1,23000,638,9,1700,3,platinum,9,55,5.0,3453,5,1.0
44038407,56,female,married,3,graduate,south,unemployed,1,1,28000,599,9,1200,16,standard,9,35,8.0,3469,1,1.0
74138589,40,male,married,1,bachelors,south,unemployed,1,1,26000,614,9,1400,13,gold,6,34,8.0,2002,2,2.0
78812422,22,male,single,0,bachelors,west,student,0,1,58000,653,9,2400,1,standard,9,36,9.0,4428,3,3.0
57253455,78,female,married,1,bachelors,south,employed,1,1,29000,718,9,3000,15,platinum,7,17,5.0,2816,1,3.0
10109432,25,female,single,0,high school,midwest,self-employed,0,1,62000,631,9,4200,7,gold,10,29,8.0,4684,1,2.0
70492234,66,male,married,1,bachelors,south,employed,1,0,29000,651,9,1900,0,gold,1,35,,2227,0,2.0
16499768,76,male,married,3,high school,midwest,employed,1,0,61000,695,9,3900,19,platinum,9,48,5.0,4724,1,3.0
29721809,46,female,married,3,bachelors,west,employed,0,0,18000,622,9,1500,16,platinum,8,26,8.0,1700,1,1.0
99970795,69,male,married,1,graduate,midwest,employed,1,1,19000,594,9,900,5,standard,13,36,11.0,3307,2,3.0
38494075,42,male,married,1,high school,midwest,employed,0,0,75000,681,9,3700,10,gold,18,15,6.0,6821,4,2.0
13300921,34,male,single,0,bachelors,south,employed,0,0,23000,667,9,1100,11,gold,6,21,11.0,2644,1,0.0
18255583,33,female,single,1,bachelors,south,employed,0,0,22000,703,9,1700,17,platinum,7,46,2.0,3572,4,3.0
76957329,54,female,married,0,bachelors,west,employed,1,1,36000,705,9,2300,17,gold,10,63,6.0,3271,0,2.0
83103502,26,female,single,2,bachelors,midwest,employed,1,1,50000,647,9,3000,8,gold,9,25,6.0,4887,1,1.0
24570014,45,male,single,1,bachelors,south,employed,0,0,25000,718,9,2300,14,gold,9,61,5.0,2079,0,0.0
19318542,46,female,married,0,bachelors,south,employed,1,0,50000,641,9,2400,19,gold,6,24,6.0,4155,1,5.0
70614169,61,male,married,1,graduate,west,employed,0,0,36000,640,9,2600,5,platinum,4,20,5.0,3621,4,0.0
68374888,45,male,married,1,,south,unemployed,1,1,56000,699,9,3900,9,gold,8,29,7.0,4528,3,3.0
10546051,68,female,married,1,bachelors,northeast,employed,1,1,19000,664,9,1300,9,gold,12,34,1.0,2877,3,2.0
82817153,72,male,married,1,high school,west,employed,1,1,86000,682,9,4500,10,platinum,18,75,10.0,7347,5,2.0
26190736,55,male,married,1,bachelors,midwest,employed,1,1,48000,637,9,1600,7,standard,18,27,9.0,5560,2,4.0
26227414,41,female,married,4,bachelors,northeast,employed,0,1,103000,689,9,5100,2,platinum,12,41,13.0,8636,9,5.0
55825692,79,male,married,1,bachelors,south,employed,1,0,40000,647,9,1300,20,standard,12,14,,3884,1,1.0
65550483,49,male,married,1,graduate,northeast,employed,0,0,32000,710,9,1400,10,standard,6,52,4.0,2764,1,6.0
14872097,55,female,married,2,bachelors,west,employed,1,1,150000,699,9,6400,15,gold,16,52,5.0,9375,5,4.0
32405281,32,male,married,1,bachelors,south,employed,0,0,21000,654,9,1100,6,gold,9,5,6.0,2209,2,1.0
37055817,21,male,single,0,graduate,midwest,employed,1,1,45000,660,9,2900,5,gold,6,40,7.0,3234,2,3.0
42617798,30,female,married,1,bachelors,south,employed,0,0,16000,617,9,800,2,standard,8,58,13.0,1881,1,3.0
30684771,36,male,single,1,graduate,midwest,employed,0,1,38000,560,9,1300,19,standard,10,41,7.0,3602,2,2.0
21842298,46,male,married,2,high school,northeast,employed,0,1,38000,632,9,1600,14,standard,8,47,1.0,4320,1,2.0
44215525,74,male,married,1,bachelors,west,employed,1,0,87000,719,9,3800,16,gold,18,15,5.0,7323,0,1.0
54734331,53,female,married,2,high school,south,employed,1,1,42000,616,9,2600,1,gold,11,20,5.0,2908,1,3.0
77244965,52,male,married,3,high school,west,employed,0,1,76000,626,9,2000,5,standard,8,23,4.0,5656,1,2.0
31618537,38,female,married,3,bachelors,midwest,employed,0,0,25000,626,9,1100,15,standard,12,32,5.0,3209,1,0.0
10912371,35,female,married,0,high school,south,student,1,1,23000,599,9,900,17,standard,4,17,4.0,2504,0,1.0
25284273,43,male,married,2,bachelors,northeast,unemployed,1,1,14000,663,9,900,15,standard,8,49,2.0,2238,0,4.0
63793006,45,female,married,1,bachelors,west,employed,0,0,255000,721,9,9400,7,platinum,26,35,9.0,17585,10,5.0
40346903,25,male,single,1,bachelors,south,unemployed,1,0,33000,686,9,2200,4,gold,10,28,6.0,4099,2,3.0
14281423,22,male,single,0,bachelors,south,employed,1,1,110000,641,9,5600,9,platinum,14,23,12.0,8630,6,5.0
10329833,49,male,married,2,bachelors,midwest,employed,1,1,51000,691,9,2800,6,gold,13,30,3.0,4611,0,3.0
58147868,51,male,married,2,bachelors,south,student,1,0,60000,703,9,4200,16,gold,13,73,2.0,5650,1,3.0
62215262,59,male,married,1,bachelors,south,employed,0,0,35000,719,9,2500,19,platinum,11,47,8.0,3839,6,4.0
11535494,22,male,single,1,bachelors,midwest,employed,1,0,23000,661,9,1500,1,gold,10,38,3.0,3614,1,4.0
55289261,52,female,married,1,bachelors,south,unemployed,1,1,21000,667,9,1100,15,standard,5,31,4.0,1855,0,2.0
93054393,36,female,married,3,bachelors,south,employed,0,1,27000,663,9,1600,0,standard,11,38,5.0,3409,3,2.0
15613905,70,female,married,0,bachelors,west,employed,1,0,62000,649,9,4500,2,platinum,12,51,8.0,5421,1,2.0
52346993,22,male,married,1,graduate,northeast,unemployed,1,1,8000,690,9,600,0,gold,7,48,3.0,2421,6,0.0
31426410,32,male,married,2,graduate,south,employed,1,0,171000,651,9,5300,12,gold,20,37,8.0,11645,2,6.0
11924915,41,female,married,2,bachelors,midwest,employed,1,1,20000,507,9,500,1,standard,10,20,3.0,2860,3,2.0
83461539,54,female,married,0,high school,northeast,employed,1,1,48000,746,9,3500,6,platinum,12,97,6.0,5205,4,3.0
68351051,38,female,married,3,bachelors,northeast,self-employed,1,1,74000,694,9,4100,5,gold,11,57,4.0,4974,1,3.0
23144760,33,male,single,0,graduate,south,employed,1,1,148000,756,9,7500,10,platinum,21,25,10.0,9972,6,6.0
97049626,77,male,married,1,bachelors,midwest,employed,1,1,134000,759,9,5900,0,platinum,25,25,8.0,10235,2,8.0
94895031,22,female,single,1,bachelors,south,employed,1,0,97000,596,9,2300,17,standard,15,16,10.0,6258,4,1.0
14702382,39,male,married,4,bachelors,midwest,unemployed,0,1,44000,691,9,1800,14,standard,11,20,8.0,4418,3,3.0
22232789,20,female,single,0,bachelors,west,employed,1,1,57000,630,9,2500,20,gold,10,20,9.0,4757,5,2.0
14653500,32,female,single,1,bachelors,northeast,employed,0,1,129000,607,9,5000,1,platinum,14,39,7.0,9795,6,3.0
45931554,48,male,married,0,bachelors,west,student,1,0,18000,623,9,900,16,standard,12,23,3.0,1998,1,1.0
39099976,46,male,married,0,bachelors,west,employed,1,0,14000,624,9,600,1,standard,8,16,4.0,2984,3,1.0
65803003,18,male,single,0,bachelors,south,student,0,0,34000,677,9,2000,6,gold,8,22,4.0,3856,2,2.0
56391701,30,male,married,3,graduate,northeast,self-employed,1,1,81000,726,9,5900,0,platinum,9,31,10.0,5900,6,3.0
92222330,54,female,married,3,bachelors,northeast,self-employed,1,1,166000,676,9,6000,20,platinum,19,28,9.0,11710,6,1.0
93455198,71,male,married,4,bachelors,west,employed,1,0,122000,695,9,7700,8,platinum,8,24,9.0,8181,5,4.0
52410336,43,male,married,0,bachelors,midwest,employed,1,0,113000,750,9,7200,8,platinum,13,26,8.0,8428,5,2.0
82423675,43,female,married,2,graduate,west,unemployed,1,1,28000,677,9,2600,1,platinum,11,23,3.0,2741,1,1.0
25925356,80,male,married,2,high school,northeast,employed,1,0,38000,700,9,2200,1,gold,16,17,7.0,3526,3,3.0
88622240,31,male,single,3,high school,south,employed,1,1,30000,638,9,1500,17,standard,13,55,2.0,3991,0,1.0
37830382,19,male,single,0,bachelors,midwest,employed,0,1,22000,568,9,800,3,standard,7,24,4.0,2464,0,1.0
97198420,67,female,married,0,bachelors,midwest,employed,1,0,25000,715,9,1200,5,standard,13,45,6.0,3126,1,3.0
21477504,60,male,married,5,bachelors,midwest,employed,0,0,29000,638,9,1500,11,gold,6,59,5.0,2477,0,4.0
84142976,35,male,married,1,bachelors,midwest,self-employed,1,0,109000,656,9,6000,16,platinum,10,84,8.0,6712,2,3.0
96401209,33,female,single,1,bachelors,midwest,employed,1,0,16000,629,9,800,7,standard,2,45,2.0,1722,2,1.0
18047299,43,male,married,1,graduate,south,employed,1,1,38000,708,9,1800,12,standard,10,35,7.0,2910,3,2.0
25908320,42,male,married,2,bachelors,south,employed,0,0,35000,763,9,2200,5,platinum,15,77,7.0,4541,4,1.0
69709013,35,male,married,2,bachelors,south,student,1,1,25000,727,9,1400,8,standard,14,68,5.0,4064,3,2.0
63707451,53,female,married,1,graduate,northeast,unemployed,0,0,26000,643,9,1100,14,gold,8,53,8.0,2431,3,1.0
68674616,39,male,married,1,bachelors,south,employed,1,0,59000,631,9,2300,11,standard,17,44,3.0,5635,0,2.0
41246291,21,male,single,0,bachelors,south,employed,1,0,20000,592,9,900,1,standard,7,35,2.0,2763,2,0.0
93099265,36,female,married,4,bachelors,west,employed,1,1,19000,612,9,900,20,standard,3,92,10.0,1837,1,5.0
44969882,50,male,married,1,bachelors,south,employed,0,1,13000,647,9,700,13,standard,12,40,4.0,2509,1,
94840571,41,female,married,0,graduate,northeast,employed,1,1,35000,638,9,1300,16,standard,6,33,7.0,3032,4,1.0
24428966,77,female,married,2,bachelors,south,unemployed,1,1,57000,733,9,2400,4,gold,17,18,7.0,5127,2,3.0
73406276,50,male,married,0,bachelors,midwest,student,1,0,14000,715,9,1100,18,standard,8,26,5.0,1979,2,4.0
74093567,18,male,single,0,high school,south,employed,0,0,46000,595,9,1500,3,standard,13,37,4.0,4511,2,3.0
55445678,72,female,married,1,high school,midwest,unemployed,0,1,13000,638,9,700,17,standard,8,25,5.0,2188,2,0.0
56770356,72,female,married,1,graduate,midwest,employed,1,0,19000,678,9,1000,19,standard,5,58,4.0,2174,0,3.0
20116401,25,male,single,1,graduate,midwest,self-employed,0,0,129000,710,9,4500,10,gold,10,26,8.0,9571,5,
23989432,69,male,married,3,bachelors,midwest,employed,0,1,40000,637,9,1700,19,standard,8,37,5.0,4031,1,3.0
77573883,69,male,married,1,bachelors,northeast,employed,1,0,155000,730,9,9200,8,platinum,22,38,9.0,11468,7,6.0
30955534,28,female,married,0,bachelors,northeast,employed,1,0,8000,665,7,500,13,standard,12,38,6.0,2511,0,3.0
46007298,65,male,married,1,bachelors,northeast,employed,1,0,24000,699,9,1400,16,standard,12,59,5.0,3854,2,1.0
60038151,63,male,married,2,bachelors,midwest,employed,1,0,22000,581,9,700,6,standard,7,23,3.0,2858,1,1.0
16169663,35,female,married,2,bachelors,west,employed,0,0,61000,692,9,4300,20,gold,13,13,8.0,5051,1,2.0
40454664,73,male,married,1,graduate,northeast,self-employed,0,1,38000,633,9,1400,12,standard,16,66,4.0,3983,3,3.0
62049127,31,male,married,3,bachelors,south,employed,1,0,349000,670,9,10900,12,gold,36,15,15.0,22717,9,5.0
19821119,74,male,married,1,,south,student,1,0,11000,654,9,700,6,standard,3,29,,2111,1,1.0
56611586,37,male,married,2,graduate,west,employed,1,1,14000,783,9,1200,15,platinum,13,30,9.0,3260,6,2.0
55267084,79,male,married,1,graduate,west,employed,1,0,49000,646,9,2400,9,gold,9,7,11.0,5084,2,2.0
55813034,79,female,married,0,bachelors,midwest,employed,0,0,153000,703,9,9200,9,platinum,25,22,9.0,10840,5,2.0
23867957,20,female,single,0,bachelors,midwest,employed,1,0,59000,583,9,1600,17,standard,14,27,6.0,5334,2,1.0
90096160,68,female,married,1,graduate,midwest,employed,1,1,36000,644,9,1800,12,gold,9,19,8.0,3270,0,3.0
32751852,65,male,married,1,graduate,northeast,employed,0,1,273000,672,9,11600,18,platinum,25,30,15.0,17510,7,8.0
21394047,24,female,single,0,bachelors,south,employed,0,0,74000,699,9,5000,6,gold,5,16,7.0,3931,1,2.0
80032862,70,female,married,3,bachelors,south,employed,1,1,117000,672,9,5200,13,gold,13,62,10.0,8059,5,4.0
22418983,26,male,single,3,bachelors,northeast,employed,1,0,33000,620,9,1300,15,standard,4,22,8.0,3285,1,1.0
52802197,80,female,married,0,bachelors,midwest,employed,0,0,31000,607,9,1700,17,standard,11,59,6.0,3491,2,1.0
48673505,50,female,married,1,high school,south,employed,1,1,20000,631,9,1100,8,standard,6,31,5.0,1561,1,2.0
14195685,63,male,married,0,bachelors,northeast,employed,1,0,31000,654,9,1300,4,standard,11,45,5.0,3621,5,1.0
22205138,26,female,married,0,graduate,south,employed,1,1,39000,625,9,2300,7,standard,12,24,2.0,4480,1,1.0
96628154,36,female,married,2,bachelors,west,employed,1,0,209000,652,9,8500,19,gold,16,18,11.0,13243,3,0.0
44734813,54,female,married,2,high school,midwest,employed,1,1,33000,584,9,1200,14,standard,4,42,2.0,3543,1,0.0
55802873,68,female,married,2,bachelors,south,employed,0,1,51000,658,9,3100,20,platinum,13,41,8.0,5381,4,1.0
41368275,51,female,married,1,high school,west,employed,1,0,60000,606,9,1600,1,standard,6,33,8.0,4083,1,3.0
67686446,40,female,single,0,bachelors,south,employed,1,0,82000,667,9,3900,5,gold,8,44,9.0,6136,2,3.0
97989934,22,male,single,1,graduate,south,employed,0,0,15000,588,9,600,9,standard,10,16,6.0,2156,0,0.0
65686117,31,male,single,0,bachelors,northeast,employed,1,1,12000,635,9,900,4,standard,9,20,6.0,1860,2,2.0
45591525,26,female,single,1,bachelors,midwest,employed,1,1,65000,538,9,1200,1,standard,11,43,6.0,5259,1,2.0
14884094,48,female,married,1,bachelors,south,employed,1,1,157000,677,9,7500,13,standard,14,105,6.0,10434,5,5.0
60291749,33,female,single,1,bachelors,west,student,1,0,47000,706,9,2600,19,standard,15,25,2.0,4545,1,1.0
46418453,56,female,married,1,high school,northeast,employed,1,0,49000,585,9,1800,18,standard,10,26,2.0,3907,3,3.0
30133967,47,female,married,2,bachelors,northeast,employed,0,1,19000,716,9,2000,2,platinum,7,59,5.0,2325,2,0.0
30307611,43,male,married,2,bachelors,northeast,employed,0,1,104000,627,9,3000,19,standard,18,23,13.0,8109,8,2.0
76539721,42,female,married,1,graduate,midwest,employed,1,0,48000,678,9,2800,6,gold,7,77,9.0,3265,2,2.0
93325285,19,male,single,0,high school,midwest,student,0,0,24000,639,9,1000,6,standard,10,17,3.0,2279,2,
69825909,42,female,married,2,bachelors,south,employed,0,0,30000,635,9,2300,11,gold,8,48,9.0,2423,0,2.0
10220197,23,female,single,0,bachelors,northeast,employed,1,1,63000,625,9,2600,17,standard,8,27,9.0,5227,1,6.0
34178403,41,female,married,1,bachelors,midwest,student,0,1,99000,527,9,1100,15,standard,7,19,7.0,7112,6,3.0
67327944,43,female,married,4,high school,northeast,employed,0,0,127000,719,9,7000,15,platinum,21,22,6.0,10785,10,3.0
58361366,20,male,single,0,graduate,west,employed,1,1,38000,650,9,1400,18,standard,10,18,9.0,3253,1,2.0
35080838,73,male,married,0,high school,south,employed,0,0,38000,717,9,2600,3,gold,14,64,4.0,3203,0,1.0
24415695,18,male,single,0,bachelors,west,employed,0,0,14000,647,9,1000,19,platinum,10,23,4.0,3130,0,1.0
30354080,53,female,married,1,bachelors,south,self-employed,1,1,28000,730,9,1900,2,gold,8,53,4.0,2820,1,2.0
24117628,58,female,married,1,high school,midwest,employed,0,1,14000,674,9,800,11,standard,4,22,2.0,1062,1,2.0
62628994,69,female,married,2,high school,west,employed,1,0,290000,708,9,9600,2,gold,29,336,10.0,20161,9,6.0
51012198,24,female,married,3,bachelors,south,employed,0,0,61000,730,9,3400,12,gold,11,29,7.0,5120,0,6.0
68125143,37,female,married,3,bachelors,south,employed,1,0,176000,774,9,7300,14,platinum,14,20,12.0,12415,8,5.0
94485707,49,male,married,0,graduate,south,unemployed,1,0,8000,587,2,500,17,standard,7,55,6.0,1430,1,1.0
40172711,49,male,married,0,high school,midwest,employed,1,0,17000,665,9,1100,1,gold,7,34,2.0,2907,1,4.0
17647583,44,female,married,1,high school,northeast,unemployed,0,0,34000,639,9,1600,19,gold,9,36,2.0,2970,2,2.0
94790367,60,male,married,0,high school,west,employed,1,0,24000,585,9,500,14,standard,5,44,7.0,1911,2,3.0
18254706,18,female,married,4,graduate,midwest,employed,1,1,86000,690,9,3200,4,gold,10,20,6.0,5803,3,3.0
65733568,36,female,married,2,graduate,northeast,unemployed,0,1,19000,645,9,1400,0,standard,4,30,4.0,2390,2,2.0
58357649,62,male,married,2,graduate,northeast,student,0,1,9000,622,9,500,11,standard,9,13,3.0,1517,0,2.0
42289495,60,female,married,1,bachelors,west,unemployed,1,0,22000,640,9,1500,13,standard,6,11,5.0,2248,0,1.0
15020288,57,male,married,0,graduate,midwest,employed,1,1,21000,631,9,1000,18,standard,11,77,5.0,2267,0,3.0
31419590,25,male,single,1,graduate,northeast,employed,1,1,74000,671,9,5900,5,platinum,10,66,7.0,6471,7,3.0
37233713,56,male,married,2,graduate,south,employed,1,1,142000,675,9,6200,6,platinum,16,76,7.0,10958,6,6.0
26330225,79,male,married,2,high school,northeast,self-employed,1,1,74000,743,9,3200,10,standard,12,23,6.0,5981,3,2.0
73976501,76,male,married,2,bachelors,south,employed,0,0,104000,631,9,4400,11,gold,12,15,3.0,7015,1,5.0
90642644,66,female,married,1,graduate,northeast,self-employed,1,1,35000,685,9,3100,10,platinum,6,38,7.0,4005,4,3.0
63791881,75,male,married,0,bachelors,south,employed,1,1,32000,724,9,1600,8,gold,15,57,8.0,4175,2,1.0
40102213,23,female,single,0,bachelors,west,employed,1,0,143000,691,9,8700,16,platinum,18,22,11.0,9652,7,2.0
60203926,72,female,married,0,bachelors,south,employed,0,0,56000,686,9,4300,1,gold,5,72,3.0,4293,0,0.0
36257216,42,female,married,1,high school,northeast,employed,0,0,112000,700,9,3700,16,standard,17,65,7.0,8024,2,8.0
24119768,52,male,married,0,bachelors,south,employed,0,0,38000,732,9,2900,3,platinum,7,41,4.0,3712,4,1.0
30403208,72,male,married,0,bachelors,midwest,self-employed,0,0,83000,684,9,4500,19,gold,7,47,7.0,5948,1,1.0
39737862,39,female,single,1,graduate,northeast,self-employed,0,1,77000,684,9,5600,15,platinum,11,51,4.0,5778,8,2.0
41150683,73,female,married,0,high school,northeast,employed,1,0,18000,676,9,1200,15,gold,11,50,3.0,2298,2,2.0
99351268,19,male,single,0,high school,midwest,student,1,0,47000,612,9,1900,17,standard,11,85,5.0,4558,1,7.0
62692262,51,female,married,3,bachelors,west,employed,0,1,54000,649,9,2500,10,standard,9,32,11.0,4957,1,0.0
72711178,23,female,single,0,bachelors,northeast,self-employed,1,0,57000,625,9,1200,4,standard,10,42,7.0,4230,0,1.0
10083097,66,male,married,0,bachelors,northeast,employed,1,1,23000,692,9,1200,9,standard,9,52,1.0,2902,2,2.0
65370298,43,male,married,0,graduate,west,employed,0,1,40000,683,9,2900,20,platinum,11,36,7.0,3951,3,0.0
84388395,50,male,married,2,bachelors,west,unemployed,1,1,28000,594,9,1200,3,standard,4,59,2.0,1809,0,1.0
52114454,24,female,single,0,bachelors,midwest,student,0,0,13000,603,9,600,0,standard,5,27,11.0,2186,1,2.0
74646950,74,male,married,0,bachelors,south,employed,0,1,36000,680,9,2200,10,standard,10,22,3.0,4813,1,2.0
72720701,36,male,married,2,high school,northeast,unemployed,0,0,15000,692,9,1100,0,standard,12,30,4.0,2119,1,2.0
45732529,22,male,single,0,bachelors,midwest,employed,1,1,45000,609,9,1800,17,standard,12,17,4.0,4328,1,
10509116,62,male,married,1,bachelors,south,employed,1,1,20000,628,9,1000,19,standard,9,16,4.0,2796,1,4.0
36154567,41,female,married,1,high school,west,employed,1,1,84000,676,9,3100,11,standard,15,27,3.0,6927,3,6.0
46124383,76,male,married,1,high school,midwest,employed,1,0,44000,729,9,3000,16,platinum,8,34,3.0,3687,0,3.0
27866730,44,male,married,2,high school,south,employed,0,1,27000,624,9,1100,9,standard,13,26,2.0,3319,0,2.0
62320931,71,female,married,1,bachelors,south,employed,0,1,29000,652,9,1300,12,standard,8,37,5.0,2450,1,3.0
78979954,62,male,married,1,graduate,west,employed,1,1,150000,622,9,5600,9,gold,11,27,11.0,9658,4,3.0
52531638,55,female,married,1,graduate,northeast,unemployed,1,1,13000,753,9,1400,1,platinum,10,44,1.0,1499,1,2.0
70662494,37,female,married,6,high school,midwest,unemployed,0,0,13000,615,9,600,3,standard,8,50,4.0,1476,0,1.0
