customer_id,age,gender,marital_status,num_children,education_level,region,employment_status,owns_home,has_auto_loan,annual_income,credit_score,num_credit_cards,credit_limit,tenure,card_type,num_transactions,avg_transaction_value,online_shopping_freq,reward_points_balance,travel_frequency,utility_payment_count,monthly_spend
18284620,69,female,married,1,bachelors,west,employed,0,0,111000,727,9,6000,20,gold,14,57,14.0,7370,2,1.0,1155.17
29604730,47,female,married,2,high school,south,unemployed,0,1,92000,738,9,5300,1,gold,8,34,8.0,6593,4,0.0,997.24
24943769,52,female,married,2,bachelors,west,employed,1,1,22000,656,9,1400,5,standard,6,15,3.0,2009,1,1.0,213.25
68487154,66,female,married,2,bachelors,south,employed,1,0,46000,694,9,2200,19,standard,9,97,4.0,4116,0,3.0,391.18
47251308,38,female,married,1,high school,south,employed,0,1,12000,783,9,800,3,standard,7,19,3.0,1458,0,1.0,308.97
12682828,29,male,married,2,bachelors,south,student,1,0,60000,753,9,5000,12,platinum,14,21,4.0,5638,3,4.0,1168.39
71599348,35,female,married,2,bachelors,northeast,employed,1,1,111000,639,9,5500,3,platinum,7,68,6.0,7130,8,1.0,121.1
31722904,19,male,single,0,graduate,west,employed,1,0,37000,626,9,1200,20,standard,8,56,8.0,3149,2,1.0,100.0
27055745,19,male,single,1,graduate,south,employed,0,0,79000,631,9,2200,1,standard,18,39,,6326,4,4.0,100.0
17134275,21,male,single,0,graduate,midwest,employed,0,0,112000,721,9,5800,20,platinum,13,19,7.0,7669,3,3.0,1098.68
96923477,59,male,married,0,graduate,south,employed,1,0,114000,743,9,7700,0,platinum,22,58,8.0,8186,2,1.0,535.36
39761942,53,male,married,1,bachelors,west,employed,1,0,22000,644,9,1800,19,gold,12,25,9.0,2556,0,2.0,311.18
82440680,65,male,married,0,bachelors,midwest,employed,1,0,37000,674,9,2700,5,platinum,5,20,9.0,2527,0,2.0,455.66
41563637,43,male,single,0,graduate,south,employed,0,1,18000,711,9,1100,15,standard,8,16,4.0,2277,0,3.0,190.13
53834954,80,female,married,3,high school,west,self-employed,1,1,37000,656,9,1900,19,gold,8,26,5.0,3232,0,4.0,299.17
10438586,29,female,married,3,graduate,south,employed,1,1,268000,734,9,12400,19,platinum,25,38,12.0,17343,5,6.0,1897.79
63199514,34,female,married,0,bachelors,west,employed,0,0,20000,634,9,1000,18,standard,7,35,7.0,2399,0,1.0,111.82
82973985,30,female,single,3,bachelors,west,employed,0,0,76000,597,9,3800,17,gold,12,36,6.0,6114,3,2.0,100.0
77998626,67,female,married,0,graduate,northeast,employed,1,0,61000,647,9,2100,16,gold,7,16,7.0,4111,1,2.0,100.0
32002695,39,male,married,5,bachelors,south,employed,0,0,157000,736,9,8400,20,platinum,17,32,8.0,10759,6,2.0,2186.24
80979602,74,female,married,0,,south,employed,0,0,76000,706,9,5000,4,platinum,12,57,9.0,6228,6,0.0,877.34
54414635,64,male,married,1,bachelors,northeast,employed,1,1,26000,669,9,1700,19,standard,7,12,9.0,2973,3,2.0,244.81
89470781,42,male,single,1,bachelors,northeast,employed,0,0,13000,659,9,800,9,standard,2,53,7.0,1731,2,1.0,120.74
79341404,52,male,married,0,high school,south,employed,1,0,34000,688,9,1500,12,standard,9,87,3.0,2846,0,3.0,100.0
43881781,47,female,married,1,bachelors,northeast,employed,0,1,117000,647,9,5800,5,gold,12,37,3.0,8010,5,2.0,546.45
22556596,37,female,single,0,bachelors,midwest,employed,0,1,40000,712,9,2100,9,gold,15,26,4.0,3589,0,1.0,487.83
38744738,72,female,married,1,bachelors,northeast,student,1,1,12000,694,9,1100,3,gold,7,20,5.0,1343,2,3.0,334.39
73097637,38,female,married,1,bachelors,midwest,employed,0,1,23000,733,9,1900,12,platinum,11,23,4.0,3645,3,0.0,466.46
98248745,43,female,married,4,bachelors,south,unemployed,1,1,16000,613,9,800,8,standard,6,45,6.0,865,0,0.0,100.0
31684660,72,female,married,0,bachelors,south,unemployed,1,0,36000,686,9,2000,0,gold,11,25,7.0,3056,1,3.0,513.95
58542748,28,male,married,1,high school,northeast,employed,0,1,37000,672,9,1800,8,gold,8,52,7.0,3589,0,3.0,376.08
97689203,19,female,single,0,bachelors,south,employed,1,0,79000,611,9,2400,4,standard,10,51,6.0,5770,5,3.0,100.0
44045001,22,male,married,0,bachelors,northeast,unemployed,0,0,8000,731,9,700,15,gold,9,35,9.0,1836,2,2.0,100.0
82670278,68,female,married,2,graduate,south,unemployed,1,1,59000,644,9,2800,20,standard,16,24,5.0,4657,0,3.0,100.0
62870378,49,female,married,0,bachelors,south,employed,1,0,131000,609,9,4200,8,standard,21,10,4.0,11043,8,7.0,100.0
60778445,58,female,married,0,bachelors,south,student,1,1,32000,640,9,1400,1,standard,12,27,10.0,3525,1,3.0,100.0
26207549,20,male,single,0,graduate,south,student,0,1,33000,700,9,1900,12,gold,12,53,10.0,3241,1,0.0,100.0
37790316,19,male,married,2,bachelors,south,employed,1,1,189000,644,9,7200,16,gold,14,38,12.0,11507,2,7.0,184.61
49275070,68,male,married,1,bachelors,south,employed,1,1,80000,676,9,5700,14,platinum,10,64,,5954,4,0.0,1490.44
42944506,52,female,married,2,high school,northeast,unemployed,1,0,26000,769,9,2300,19,platinum,8,23,4.0,3294,3,1.0,455.09
62607563,78,female,married,0,bachelors,south,self-employed,0,1,24000,721,9,1500,0,standard,12,13,2.0,3004,0,2.0,414.22
18323740,45,male,married,1,high school,northeast,employed,1,1,46000,686,9,3600,18,platinum,11,62,4.0,4231,4,2.0,828.82
28964195,58,male,married,0,bachelors,south,employed,1,0,120000,711,9,7400,5,platinum,11,31,10.0,7416,2,3.0,1874.13
72678416,23,female,married,1,bachelors,south,employed,0,0,65000,622,9,2700,3,platinum,13,23,17.0,5656,6,3.0,100.0
33142700,46,female,single,0,graduate,midwest,employed,1,0,45000,638,9,2700,14,gold,6,62,12.0,3725,5,3.0,100.0
90722381,66,male,married,1,bachelors,south,employed,1,1,89000,693,9,4800,16,gold,14,31,7.0,6781,1,4.0,927.55
38295885,58,male,married,2,graduate,south,self-employed,1,0,14000,733,9,1300,1,gold,8,66,4.0,2594,2,0.0,100.0
36929367,33,male,married,5,high school,midwest,self-employed,0,1,15000,703,9,1000,16,standard,6,43,5.0,1978,1,2.0,152.08
54836810,22,female,single,0,bachelors,south,employed,1,1,27000,626,9,1500,0,standard,14,19,9.0,2003,0,2.0,219.2
33396377,60,female,married,1,high school,midwest,unemployed,1,0,78000,658,9,2300,10,gold,10,66,11.0,5177,3,4.0,100.0
77645795,57,female,married,0,bachelors,south,employed,1,1,36000,655,9,1500,9,gold,10,77,5.0,3312,1,4.0,100.0
76306670,25,female,single,0,bachelors,south,unemployed,1,0,17000,660,9,1000,14,standard,4,21,5.0,1646,0,2.0,100.0
66536570,44,male,married,3,graduate,northeast,employed,0,0,77000,714,9,3200,6,standard,14,29,12.0,6748,4,1.0,100.0
81228169,80,female,married,2,bachelors,northeast,employed,0,0,197000,704,9,8900,9,platinum,16,26,10.0,12107,3,2.0,1922.17
42151861,45,male,married,2,bachelors,south,self-employed,1,0,216000,733,9,14900,9,platinum,31,115,16.0,15704,9,7.0,2727.24
27791441,32,female,single,1,high school,south,employed,0,1,35000,552,9,1400,2,standard,15,32,1.0,4835,3,0.0,100.0
50825590,73,female,married,1,bachelors,west,student,1,1,12000,695,9,800,8,standard,12,57,4.0,2332,0,5.0,100.0
29982028,60,male,married,3,graduate,south,self-employed,0,1,44000,677,9,2500,14,gold,16,9,6.0,4859,2,3.0,100.0
74935222,77,male,married,2,bachelors,west,employed,1,0,25000,716,9,2900,4,gold,6,56,10.0,2251,0,2.0,231.8
78515925,75,male,married,1,bachelors,south,self-employed,1,0,30000,642,9,1100,1,standard,10,34,13.0,2659,1,1.0,100.0
83616298,74,female,married,1,bachelors,midwest,employed,1,0,45000,753,9,2100,0,gold,10,50,6.0,3916,4,1.0,100.0
61625192,32,female,married,1,bachelors,northeast,self-employed,1,0,28000,631,9,1100,14,standard,11,52,4.0,3580,2,1.0,100.0
28758514,66,female,married,0,bachelors,south,employed,0,0,48000,749,9,4300,12,platinum,17,27,8.0,4532,2,1.0,967.21
24249158,39,female,married,1,bachelors,northeast,employed,0,0,78000,740,9,5300,0,platinum,11,61,8.0,5460,3,1.0,1650.23
43752977,78,female,married,1,high school,south,employed,0,0,59000,642,9,3300,17,gold,12,27,5.0,4879,1,3.0,720.36
16924179,64,male,married,0,high school,midwest,self-employed,1,1,29000,680,9,1700,20,gold,7,38,2.0,3220,1,2.0,429.36
47519183,58,male,married,2,high school,south,employed,0,1,90000,730,9,4400,1,platinum,13,28,6.0,7538,4,3.0,850.32
45897089,38,female,single,0,bachelors,south,unemployed,0,0,56000,712,9,3400,19,gold,8,28,9.0,4408,2,2.0,768.25
41949590,23,male,single,0,bachelors,south,self-employed,1,1,81000,673,9,3300,18,standard,14,50,8.0,6377,2,5.0,100.0
76629822,56,female,married,0,bachelors,south,student,1,0,20000,729,9,2200,10,platinum,11,33,3.0,3008,2,2.0,533.9
65041499,76,male,married,1,bachelors,south,self-employed,1,0,56000,657,9,2500,15,standard,9,52,4.0,4547,2,1.0,175.2
29608958,44,male,single,0,graduate,northeast,unemployed,1,1,13000,558,9,600,11,standard,7,36,8.0,1973,2,0.0,100.0
33675066,75,female,married,1,bachelors,northeast,unemployed,1,1,26000,639,9,1300,19,standard,8,27,8.0,3556,4,2.0,112.09
88951039,52,male,married,0,bachelors,northeast,employed,0,0,20000,667,9,1800,8,platinum,8,23,5.0,2035,1,5.0,278.58
53331556,24,female,married,0,bachelors,northeast,employed,0,0,58000,607,9,2600,8,standard,10,37,6.0,4792,4,2.0,100.0
57461241,68,male,married,2,bachelors,south,employed,0,1,29000,645,9,1500,10,standard,13,10,,4075,3,1.0,100.0
36315676,79,female,married,3,graduate,northeast,employed,0,0,108000,723,9,8700,15,platinum,11,36,,6851,6,4.0,2463.88
25969239,26,female,married,6,bachelors,south,employed,1,0,10000,615,8,600,16,standard,5,74,5.0,1894,1,4.0,100.0
72304385,21,female,single,0,graduate,south,employed,1,1,8000,612,9,600,14,standard,8,20,3.0,2834,0,3.0,100.0
25414859,66,female,married,0,high school,northeast,employed,0,0,64000,651,9,2700,3,platinum,10,73,7.0,5598,7,4.0,100.0
93587213,68,male,married,5,bachelors,midwest,employed,1,0,89000,668,9,4900,2,gold,7,98,8.0,6563,3,5.0,339.28
89080169,40,female,married,0,graduate,northeast,employed,0,0,36000,656,9,2500,5,gold,6,31,4.0,2605,3,2.0,292.28
30178982,31,male,single,1,,south,employed,0,0,60000,637,9,2100,4,standard,14,20,9.0,5074,0,1.0,100.0
40585120,35,female,single,0,high school,south,self-employed,1,0,67000,636,9,2500,1,standard,10,53,6.0,4775,0,1.0,100.0
86579041,32,male,married,4,bachelors,south,employed,1,0,57000,635,9,1900,17,gold,11,18,4.0,4909,1,1.0,100.0
10785661,55,female,married,2,high school,south,unemployed,1,1,9000,599,9,500,13,standard,5,19,4.0,1235,0,2.0,100.0
34395763,23,female,single,0,bachelors,midwest,employed,1,0,28000,663,9,1400,10,standard,3,16,8.0,1932,0,,361.28
52899883,63,male,single,0,bachelors,midwest,employed,1,0,42000,645,9,2500,1,gold,13,34,10.0,3906,3,2.0,100.0
59161887,20,female,single,1,graduate,west,employed,0,1,20000,679,9,1800,4,gold,8,60,8.0,1993,0,2.0,110.07
10128200,77,male,married,0,bachelors,west,student,0,0,19000,611,9,1100,10,standard,8,8,5.0,3183,1,1.0,221.26
56571495,23,female,single,0,high school,west,employed,1,0,39000,614,9,1500,13,standard,9,26,4.0,3594,2,2.0,100.0
12411694,38,female,married,3,bachelors,south,employed,1,1,17000,675,9,1200,13,standard,9,38,6.0,2495,1,1.0,100.0
37915514,40,male,married,4,high school,midwest,self-employed,0,0,108000,572,9,2000,5,standard,14,10,6.0,7529,1,4.0,100.0
99555624,70,female,married,2,high school,south,student,1,0,72000,732,9,4500,8,platinum,5,20,6.0,4849,2,1.0,1098.65
98611301,22,female,single,0,bachelors,south,employed,0,1,50000,661,9,2400,15,gold,12,13,8.0,4684,0,,355.51
75741414,51,female,married,1,graduate,northeast,employed,0,1,160000,623,9,6800,18,gold,26,21,7.0,11888,3,6.0,100.0
13443269,36,male,married,3,bachelors,south,employed,1,1,22000,746,9,1600,15,platinum,8,28,13.0,3691,4,2.0,218.34
34969360,62,male,married,1,graduate,west,employed,1,0,20000,640,9,1500,17,platinum,13,29,3.0,2510,4,1.0,100.0
79744343,77,male,married,0,bachelors,south,unemployed,0,1,29000,711,9,1800,9,standard,10,39,10.0,2961,0,4.0,525.98
61809432,57,female,married,1,bachelors,northeast,employed,0,0,8000,623,9,500,20,standard,9,33,2.0,2335,2,5.0,100.0
53195935,31,female,single,0,bachelors,west,unemployed,1,1,43000,674,9,1800,9,standard,12,32,11.0,4435,2,2.0,100.0
93937055,64,male,married,0,bachelors,west,employed,1,0,34000,753,9,3800,8,platinum,10,24,3.0,3656,4,,875.87
76675021,36,female,married,2,high school,west,employed,0,0,31000,698,9,2600,10,gold,8,19,5.0,2903,0,1.0,305.91
52063013,24,male,single,0,graduate,northeast,employed,0,1,34000,696,9,2800,19,gold,4,54,7.0,2899,3,2.0,492.61
60752279,53,female,married,2,graduate,south,self-employed,0,0,54000,623,9,2000,3,gold,9,37,6.0,5004,1,1.0,100.0
69815593,39,female,married,3,bachelors,south,employed,0,1,46000,668,9,1800,6,standard,8,57,9.0,3484,2,1.0,100.0
44169649,66,male,married,1,bachelors,west,employed,1,0,62000,702,9,3600,18,platinum,13,44,5.0,5905,3,9.0,772.22
92680619,80,male,married,0,bachelors,northeast,employed,0,0,21000,737,9,1400,12,standard,4,45,3.0,2411,0,1.0,361.89
49189061,49,male,married,1,bachelors,west,self-employed,1,1,30000,605,9,1000,15,standard,13,19,5.0,3939,2,7.0,100.0
50734675,35,male,married,2,bachelors,northeast,self-employed,1,1,56000,651,9,1900,18,standard,8,34,5.0,6244,4,0.0,100.0
50007165,54,female,married,0,bachelors,northeast,employed,1,0,10000,643,9,600,8,standard,5,39,5.0,1775,0,2.0,100.0
52815104,55,male,married,2,high school,west,employed,1,0,89000,630,9,3800,9,gold,13,34,8.0,6242,1,2.0,384.08
94204172,46,male,married,0,high school,south,employed,0,0,113000,681,9,3200,17,gold,20,17,8.0,8523,1,2.0,305.92
44428159,28,female,married,2,bachelors,northeast,employed,1,1,90000,625,9,3800,3,gold,12,23,7.0,7049,2,1.0,460.18
24897479,72,male,married,0,bachelors,south,employed,1,1,139000,648,9,4900,4,platinum,11,47,8.0,9663,8,2.0,100.0
52495408,75,female,married,0,bachelors,south,unemployed,0,0,27000,579,9,1000,6,standard,7,23,4.0,3098,0,2.0,100.0
79872816,48,male,married,3,bachelors,northeast,self-employed,0,1,64000,644,9,1600,3,standard,9,44,4.0,4766,2,4.0,100.0
16684354,33,female,single,1,high school,south,self-employed,0,0,41000,671,9,2100,14,standard,7,36,3.0,3647,4,1.0,269.44
81376902,71,male,married,0,bachelors,south,employed,0,0,73000,699,9,2900,10,standard,12,23,2.0,5874,1,0.0,472.91
54716573,77,female,married,0,graduate,south,employed,0,1,42000,719,9,3600,7,platinum,13,78,7.0,5053,3,2.0,923.76
23842057,33,female,married,3,high school,midwest,student,1,1,10000,682,9,800,13,gold,6,107,3.0,1659,0,6.0,100.0
35794827,65,male,married,2,bachelors,northeast,unemployed,1,0,12000,674,9,700,2,standard,10,41,2.0,2378,3,2.0,100.0
37562903,38,male,married,3,graduate,midwest,student,1,1,24000,670,9,2200,20,gold,7,52,12.0,3547,3,2.0,100.0
37464664,34,female,single,0,bachelors,midwest,employed,0,1,81000,597,9,1700,12,standard,5,32,12.0,6489,2,3.0,100.0
49145906,63,male,married,0,bachelors,west,employed,0,1,35000,780,9,2400,8,platinum,11,11,8.0,3406,1,4.0,442.32
88436120,35,female,married,4,graduate,south,employed,1,0,15000,647,9,900,2,standard,11,22,7.0,2193,1,2.0,100.0
49979958,73,female,married,0,bachelors,northeast,self-employed,1,0,70000,673,9,4500,7,platinum,12,29,6.0,6152,4,4.0,937.68
40667514,36,male,single,0,graduate,south,employed,1,1,43000,738,9,4500,19,platinum,16,13,6.0,4530,0,3.0,646.0
60465625,45,female,married,1,bachelors,midwest,employed,0,1,90000,643,9,2800,18,standard,16,37,4.0,7470,2,3.0,100.0
39845877,48,male,married,0,bachelors,midwest,employed,1,0,19000,651,9,1100,1,platinum,9,65,7.0,2643,1,2.0,139.39
39776010,27,female,single,1,,west,self-employed,0,0,14000,631,9,600,10,standard,6,72,2.0,2138,0,1.0,100.0
53139878,30,male,single,2,graduate,midwest,employed,0,1,200000,667,9,9100,11,gold,26,17,12.0,13766,9,6.0,100.0
73825485,73,female,married,2,graduate,west,employed,1,0,72000,662,9,2500,2,gold,9,45,7.0,4136,1,9.0,100.0
16295130,50,male,married,4,bachelors,south,employed,0,0,36000,681,9,2700,4,gold,7,34,3.0,3261,0,1.0,441.81
36281704,62,female,married,1,high school,midwest,employed,1,0,57000,692,9,2700,1,gold,10,29,6.0,3576,1,2.0,662.61
16423837,19,female,married,0,bachelors,west,employed,0,0,13000,618,9,600,1,standard,8,7,7.0,1617,0,2.0,100.0
67787804,57,male,married,1,graduate,south,unemployed,1,0,36000,599,9,1500,12,standard,10,9,3.0,4378,1,0.0,100.0
73499759,30,male,single,0,graduate,west,employed,0,1,51000,590,9,1300,14,standard,10,24,5.0,3273,1,1.0,100.0
37172683,23,female,married,0,bachelors,midwest,employed,1,0,47000,802,9,3500,17,platinum,11,16,8.0,4916,2,0.0,768.49
51226270,22,male,single,0,bachelors,west,employed,0,1,110000,622,9,2800,6,standard,16,18,8.0,8180,5,1.0,100.0
20308897,72,male,married,0,graduate,midwest,employed,1,0,64000,704,9,2600,0,gold,16,29,6.0,5708,0,0.0,173.83
46984282,46,male,married,2,bachelors,west,employed,1,0,39000,692,9,2700,3,platinum,10,29,4.0,4817,2,1.0,800.64
62148514,62,female,married,2,bachelors,west,employed,0,1,96000,714,9,7600,6,platinum,9,37,4.0,6624,4,1.0,1859.19
12288994,20,female,single,0,bachelors,northeast,employed,1,1,80000,631,9,3800,11,standard,11,42,10.0,6144,6,1.0,100.0
48040824,24,female,married,1,bachelors,northeast,employed,1,0,33000,690,9,1200,11,standard,10,48,8.0,2504,2,0.0,100.0
62721286,62,male,married,3,bachelors,south,unemployed,1,0,23000,650,9,1300,1,standard,6,25,8.0,1765,1,4.0,233.99
98268714,23,male,married,0,bachelors,northeast,employed,1,1,39000,627,9,1400,15,standard,9,21,6.0,4262,3,6.0,100.0
12820714,53,male,married,0,bachelors,south,employed,1,0,18000,629,9,1300,14,standard,9,26,3.0,3021,1,3.0,297.47
99295279,37,male,married,4,bachelors,northeast,employed,1,1,43000,612,9,2900,20,gold,7,18,5.0,4104,4,4.0,136.86
52313505,76,male,married,0,graduate,northeast,employed,1,1,169000,756,9,15000,10,platinum,9,29,8.0,10232,6,3.0,3513.91
42725342,69,female,married,0,graduate,south,unemployed,1,0,18000,684,9,1700,2,standard,9,43,10.0,2248,2,3.0,120.64
84726723,78,male,married,0,bachelors,west,student,1,0,33000,633,9,1600,10,gold,12,35,9.0,3601,0,3.0,100.0
47504662,61,male,married,1,high school,south,unemployed,1,1,49000,680,9,2700,4,gold,8,13,2.0,4986,2,2.0,386.13
45816876,74,female,married,0,bachelors,northeast,self-employed,1,1,26000,657,9,1500,5,standard,9,15,6.0,3022,0,0.0,159.69
20831136,79,female,married,1,bachelors,midwest,student,1,0,35000,684,9,2200,4,standard,7,43,6.0,3737,1,0.0,430.28
60039216,25,male,single,3,bachelors,south,employed,1,0,23000,728,9,2100,2,gold,8,64,5.0,1897,1,2.0,416.69
19957437,47,female,married,1,bachelors,south,student,1,1,16000,653,9,1200,8,standard,5,17,2.0,544,0,1.0,100.0
75362636,27,male,single,2,bachelors,south,employed,1,0,19000,565,9,900,20,standard,9,69,3.0,3489,0,1.0,100.0
59153141,25,male,married,1,high school,midwest,unemployed,1,0,22000,554,9,700,11,standard,4,60,5.0,1923,1,4.0,100.0
57107188,63,female,married,3,graduate,west,employed,1,1,166000,714,9,12700,10,platinum,12,91,6.0,10946,7,5.0,2815.13
39444638,51,male,married,1,bachelors,midwest,employed,1,0,18000,625,9,700,6,standard,5,58,5.0,2590,0,3.0,143.72
45970806,79,female,married,2,high school,northeast,self-employed,1,1,50000,634,9,1800,12,standard,13,38,5.0,4964,3,3.0,100.0
12400909,60,male,married,0,bachelors,northeast,employed,0,1,21000,642,9,2100,9,gold,9,17,11.0,3042,3,3.0,409.08
65365265,20,male,married,2,high school,south,employed,0,1,90000,765,9,4700,1,platinum,8,46,1.0,5488,5,1.0,921.88
26916696,80,female,married,2,bachelors,northeast,employed,1,1,90000,728,9,5700,13,platinum,19,37,5.0,6789,3,4.0,1602.24
34165271,78,female,married,0,high school,south,employed,1,1,37000,682,9,1700,7,standard,7,30,6.0,2752,3,1.0,100.0
40377096,76,female,married,0,bachelors,northeast,employed,0,0,26000,634,9,1700,2,platinum,10,35,4.0,3739,6,3.0,100.0
35712260,60,female,single,1,graduate,midwest,employed,0,1,8000,627,9,600,20,standard,5,58,9.0,1900,0,0.0,100.0
87266973,42,male,married,1,bachelors,south,employed,1,0,16000,580,9,600,15,standard,7,40,3.0,2255,2,2.0,100.0
58237441,77,male,married,1,high school,west,employed,0,0,80000,771,9,4100,19,platinum,7,20,6.0,5754,2,4.0,1221.91
66817819,48,male,married,0,high school,west,unemployed,1,0,17000,606,9,700,11,standard,6,24,6.0,2686,1,2.0,238.39
39970603,40,male,married,4,bachelors,south,employed,1,1,56000,598,9,2200,0,standard,7,19,3.0,3482,0,1.0,404.52
21465754,46,female,married,0,bachelors,south,self-employed,0,1,31000,727,9,1400,0,standard,13,46,4.0,3714,1,0.0,284.55
27467413,80,female,married,1,high school,west,employed,1,0,49000,608,9,2600,13,standard,6,25,7.0,3810,1,3.0,537.18
45499307,26,male,single,0,,west,employed,0,0,113000,614,9,3900,5,gold,12,26,10.0,8449,5,1.0,100.0
84893550,45,female,married,1,,northeast,student,1,1,69000,618,9,2600,9,standard,8,22,6.0,5312,1,4.0,100.0
33788433,57,male,married,0,bachelors,midwest,self-employed,1,0,44000,598,9,1800,16,standard,5,27,3.0,3425,1,3.0,454.76
71328911,43,male,married,0,high school,west,employed,1,0,149000,681,9,5000,9,gold,17,82,10.0,10332,1,2.0,213.52
57420129,44,male,married,1,graduate,midwest,student,0,0,29000,662,9,1500,2,standard,14,21,6.0,3467,0,0.0,100.0
88379359,37,male,married,0,bachelors,northeast,unemployed,1,1,46000,665,9,3800,15,platinum,9,69,9.0,4134,5,4.0,782.92
32825011,39,female,single,2,bachelors,west,employed,1,0,25000,711,9,1700,2,standard,3,28,5.0,2129,1,2.0,225.05
30932829,77,male,married,0,graduate,south,employed,0,1,44000,639,9,2100,2,gold,10,19,4.0,3417,1,2.0,107.28
44822226,47,female,married,1,bachelors,south,employed,0,1,49000,650,9,3100,16,standard,13,41,8.0,4818,2,4.0,380.86
80316581,66,male,married,5,bachelors,northeast,employed,0,0,15000,737,9,1900,2,gold,10,30,3.0,2343,1,1.0,129.35
13730919,39,female,married,1,bachelors,northeast,employed,0,0,43000,781,9,2700,8,gold,9,20,6.0,4163,3,1.0,895.07
37590472,65,male,married,1,bachelors,south,self-employed,0,0,18000,654,9,800,10,standard,6,64,3.0,2010,1,3.0,264.74
71906570,18,female,single,0,,northeast,employed,0,1,19000,670,9,1000,9,gold,10,25,3.0,2538,0,5.0,158.42
95358291,32,female,single,1,graduate,west,employed,0,1,34000,619,9,1500,15,standard,5,21,5.0,3002,0,1.0,100.0
78254557,59,male,married,0,bachelors,northeast,employed,1,1,8000,695,9,700,2,standard,11,41,3.0,2067,0,3.0,100.0
27311321,73,female,married,2,graduate,west,employed,1,0,86000,638,9,2800,12,standard,11,29,11.0,5239,0,3.0,100.0
36868843,75,male,married,2,graduate,south,employed,0,1,15000,728,9,1400,11,platinum,13,87,5.0,2869,4,1.0,100.0
59124586,61,female,married,1,high school,south,employed,1,0,47000,654,9,2300,17,standard,9,13,5.0,4088,2,1.0,358.97
76267654,45,male,married,3,bachelors,south,student,1,1,20000,643,9,1400,11,gold,3,15,8.0,1903,0,8.0,100.0
52832503,23,male,single,0,bachelors,south,employed,0,0,156000,661,9,8700,18,platinum,16,24,13.0,11227,5,2.0,1435.75
56499661,32,male,married,1,bachelors,south,unemployed,1,0,9000,688,9,1000,16,gold,12,56,5.0,1993,0,2.0,158.77
24065543,21,female,single,0,bachelors,northeast,employed,1,0,41000,636,9,2800,3,gold,11,23,9.0,4312,2,4.0,477.47
22179513,22,female,single,1,graduate,midwest,employed,0,0,153000,693,9,6900,5,gold,19,34,8.0,11348,5,3.0,100.0
44721587,28,male,single,2,bachelors,south,self-employed,0,1,36000,691,9,1700,19,standard,4,24,5.0,2473,3,1.0,215.89
32251393,51,male,married,1,graduate,northeast,student,1,1,40000,682,9,1900,12,standard,11,39,8.0,3996,2,1.0,100.0
75070568,67,female,married,1,bachelors,northeast,employed,1,1,29000,663,9,1800,20,standard,6,40,6.0,2684,1,3.0,214.17
49382664,80,male,married,2,high school,northeast,employed,1,1,24000,688,9,1300,20,standard,4,16,6.0,1843,1,3.0,225.98
17013660,52,male,married,1,bachelors,south,self-employed,1,0,60000,726,9,3000,0,gold,15,20,5.0,5058,4,3.0,493.17
84338411,63,male,married,0,high school,west,employed,0,1,61000,694,9,3200,13,gold,11,22,6.0,4868,0,1.0,618.22
59823231,21,male,single,0,high school,midwest,unemployed,0,1,16000,567,9,600,18,standard,7,30,6.0,2222,0,2.0,100.0
28399944,79,female,married,0,bachelors,south,employed,0,1,29000,668,9,1200,15,standard,4,25,6.0,2449,1,1.0,294.57
27434476,18,male,single,0,bachelors,south,employed,1,1,42000,654,9,2600,3,standard,8,51,4.0,2751,1,2.0,320.82
91519587,78,male,married,2,bachelors,midwest,employed,1,1,70000,637,9,3600,11,platinum,9,32,4.0,4484,2,3.0,646.01
19147283,18,female,single,0,,northeast,employed,1,1,43000,687,9,1700,18,standard,9,54,7.0,4146,2,2.0,100.0
52858403,20,male,single,0,bachelors,midwest,employed,1,0,21000,591,9,1200,19,standard,9,10,5.0,3064,0,2.0,145.67
72121814,34,female,single,2,graduate,west,unemployed,1,0,16000,674,9,1500,10,platinum,6,19,7.0,2681,1,3.0,100.0
33007330,45,female,married,2,graduate,west,student,1,0,133000,674,9,4400,11,gold,27,45,7.0,10160,2,1.0,100.0
15144267,59,female,married,2,bachelors,midwest,employed,1,1,31000,674,9,2100,11,standard,12,121,4.0,2942,1,3.0,100.0
24454458,56,female,married,1,graduate,south,employed,1,1,80000,668,9,2700,4,standard,7,31,6.0,6028,3,1.0,100.0
83982989,55,female,married,0,graduate,northeast,employed,1,0,10000,623,9,700,6,standard,9,118,8.0,2532,3,5.0,100.0
12810197,30,female,married,1,bachelors,south,employed,1,0,58000,631,9,2800,12,gold,14,14,8.0,5363,5,5.0,100.0
88454458,33,female,married,1,high school,northeast,unemployed,0,0,42000,672,9,3000,11,platinum,7,30,4.0,4637,5,2.0,722.77
30415919,26,male,single,3,high school,northeast,employed,1,1,31000,619,9,1200,13,standard,7,35,3.0,3178,1,8.0,181.72
43828157,69,female,married,0,bachelors,midwest,unemployed,1,0,13000,695,6,1400,20,standard,7,19,,2985,0,1.0,100.0
90841335,45,male,married,0,bachelors,south,employed,1,0,90000,681,9,5600,2,standard,16,19,10.0,7482,4,0.0,1089.0
11357606,66,male,married,1,bachelors,northeast,employed,0,0,65000,656,9,3000,1,standard,16,40,7.0,6230,2,1.0,293.9
74224917,78,female,married,1,high school,south,employed,0,0,104000,704,9,8000,1,platinum,9,28,7.0,7299,1,2.0,1417.11
